,Word,Start,End,length,time_spent,std_time_spent,speed,post_space
855,back,299.38,299.6,4,0.22000000000002728,0.05500000000000682,18.181818181815927,0.07999999999998408
856,or,299.68,299.82,2,0.13999999999998636,0.06999999999999318,14.285714285715677,0.13999999999998636
857,gross,299.96,300.46,5,0.5,0.1,10.0,0.7600000000000477
858,right,301.22,301.42,5,0.19999999999998863,0.039999999999997725,25.00000000000142,0.01999999999998181
859,a,301.44,301.48,1,0.040000000000020464,0.040000000000020464,24.99999999998721,0.01999999999998181
860,blog,301.5,301.82,4,0.3199999999999932,0.0799999999999983,12.500000000000266,3.920000000000016
861,now,305.74,305.88,3,0.13999999999998636,0.04666666666666212,21.428571428573516,0.07999999999998408
862,there's,305.96,306.14,7,0.18000000000000682,0.02571428571428669,38.888888888887415,0.020000000000038654
863,a,306.16,306.2,1,0.03999999999996362,0.03999999999996362,25.000000000022737,0.10000000000002274
864,really,306.3,306.52,6,0.21999999999997044,0.03666666666666174,27.272727272730936,0.060000000000002274
865,good,306.58,306.7,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.060000000000002274
866,reason,306.76,307.06,6,0.30000000000001137,0.0500000000000019,19.999999999999243,0.01999999999998181
867,why,307.08,307.2,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.040000000000020464
868,i,307.24,307.28,1,0.03999999999996362,0.03999999999996362,25.000000000022737,0.08000000000004093
869,don't,307.36,307.5,5,0.13999999999998636,0.02799999999999727,35.7142857142892,0.040000000000020464
870,allow,307.54,307.74,5,0.19999999999998863,0.039999999999997725,25.00000000000142,0.060000000000002274
871,pundits,307.8,308.22,7,0.4200000000000159,0.060000000000002274,16.666666666666035,0.03999999999996362
872,on,308.26,308.34,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.060000000000002274
873,my,308.4,308.5,2,0.10000000000002274,0.05000000000001137,19.999999999995453,0.07999999999998408
874,show,308.58,308.88,4,0.30000000000001137,0.07500000000000284,13.333333333332828,0.18000000000000682
875,because,309.06,309.38,7,0.3199999999999932,0.04571428571428474,21.875000000000465,0.040000000000020464
876,they're,309.42,309.56,7,0.13999999999998636,0.01999999999999805,50.000000000004874,0.12000000000000455
877,really,309.68,309.96,6,0.2799999999999727,0.04666666666666212,21.428571428573516,0.08000000000004093
878,boring,310.04,310.54,6,0.5,0.08333333333333333,12.0,0.339999999999975
879,if,310.88,311.02,2,0.13999999999998636,0.06999999999999318,14.285714285715677,0.040000000000020464
880,they're,311.06,311.22,7,0.160000000000025,0.02285714285714643,43.749999999993165,0.07999999999998408
881,conservative,311.3,311.84,12,0.5399999999999636,0.044999999999996966,22.22222222222372,0.020000000000038654
882,they're,311.86,311.96,7,0.0999999999999659,0.014285714285709414,70.00000000002387,0.020000000000038654
883,gonna,311.98,312.1,5,0.12000000000000455,0.02400000000000091,41.66666666666509,0.03999999999996362
884,hate,312.14,312.3,4,0.160000000000025,0.04000000000000625,24.999999999996092,0.01999999999998181
885,obama,312.32,312.74,5,0.4200000000000159,0.08400000000000318,11.904761904761454,0.060000000000002274
886,and,312.8,312.88,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.060000000000002274
887,food,312.94,313.14,4,0.19999999999998863,0.04999999999999716,20.000000000001137,0.020000000000038654
888,stamps,313.16,313.46,6,0.2999999999999545,0.04999999999999242,20.00000000000303,0.020000000000038654
889,in,313.48,313.54,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.01999999999998181
890,abortion,313.56,314.02,8,0.45999999999997954,0.05749999999999744,17.39130434782686,0.2400000000000091
891,if,314.26,314.36,2,0.10000000000002274,0.05000000000001137,19.999999999995453,0.03999999999996362
892,they're,314.4,314.52,7,0.12000000000000455,0.017142857142857792,58.333333333331126,0.0
893,a,314.52,314.56,1,0.040000000000020464,0.040000000000020464,24.99999999998721,0.040000000000020464
894,liberal,314.6,314.88,7,0.2799999999999727,0.0399999999999961,25.000000000002437,0.0
895,or,314.88,314.94,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.060000000000002274
896,they're,315.0,315.12,7,0.12000000000000455,0.017142857142857792,58.333333333331126,0.01999999999998181
897,gonna,315.14,315.26,5,0.12000000000000455,0.02400000000000091,41.66666666666509,0.040000000000020464
898,hate,315.3,315.46,4,0.15999999999996817,0.03999999999999204,25.000000000004974,0.060000000000002274
899,big,315.52,315.68,3,0.160000000000025,0.05333333333334167,18.74999999999707,0.060000000000002274
900,banks,315.74,316.04,5,0.30000000000001137,0.060000000000002274,16.666666666666035,0.01999999999998181
901,and,316.06,316.12,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.040000000000020464
902,oil,316.16,316.38,3,0.21999999999997044,0.07333333333332348,13.636363636365468,0.01999999999998181
903,corporations,316.4,316.98,12,0.5800000000000409,0.048333333333336746,20.689655172412333,0.03999999999996362
904,and,317.02,317.12,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.060000000000002274
905,dick,317.18,317.34,4,0.15999999999996817,0.03999999999999204,25.000000000004974,0.040000000000020464
906,cheney,317.38,317.7,6,0.3199999999999932,0.0533333333333322,18.7500000000004,0.9600000000000364
907,totally,318.66,319.18,7,0.5199999999999818,0.0742857142857117,13.461538461538932,0.060000000000002274
908,predictable,319.24,319.78,11,0.5399999999999636,0.049090909090905785,20.37037037037174,0.44000000000005457
909,and,320.22,320.38,3,0.15999999999996817,0.05333333333332272,18.75000000000373,0.040000000000020464
910,you,320.42,320.5,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.040000000000020464
911,don't,320.54,320.64,5,0.0999999999999659,0.01999999999999318,50.00000000001705,0.040000000000020464
912,want,320.68,320.82,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.0
913,to,320.82,320.88,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.040000000000020464
914,be,320.92,321.0,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.07999999999998408
915,like,321.08,321.28,4,0.19999999999998863,0.04999999999999716,20.000000000001137,0.060000000000002274
916,that,321.34,321.6,4,0.26000000000004775,0.06500000000001194,15.384615384612559,0.339999999999975
917,you,321.94,322.04,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.01999999999998181
918,need,322.06,322.18,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.01999999999998181
919,to,322.2,322.24,2,0.040000000000020464,0.020000000000010232,49.99999999997442,0.12000000000000455
920,enter,322.36,322.74,5,0.37999999999999545,0.0759999999999991,13.157894736842263,0.0999999999999659
921,every,322.84,323.2,5,0.36000000000001364,0.07200000000000273,13.888888888888362,0.07999999999998408
922,conversation,323.28,324.08,12,0.8000000000000114,0.06666666666666761,14.999999999999787,0.060000000000002274
923,assuming,324.14,324.8,8,0.660000000000025,0.08250000000000313,12.121212121211661,0.060000000000002274
924,that,324.86,325.0,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.040000000000020464
925,you,325.04,325.14,3,0.0999999999999659,0.03333333333332197,30.000000000010232,0.12000000000000455
926,have,325.26,325.5,4,0.2400000000000091,0.060000000000002274,16.666666666666035,0.10000000000002274
927,something,325.6,325.98,9,0.37999999999999545,0.04222222222222172,23.684210526316072,0.07999999999998408
928,to,326.06,326.14,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.10000000000002274
929,learn,326.24,326.68,5,0.4399999999999977,0.08799999999999955,11.363636363636422,0.9200000000000159
930,the,327.6,327.68,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.060000000000002274
931,famed,327.74,328.06,5,0.3199999999999932,0.06399999999999864,15.625000000000334,0.060000000000002274
932,therapist,328.12,328.58,9,0.45999999999997954,0.05111111111110884,19.565217391305218,0.08000000000004093
933,m,328.66,328.72,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.13999999999998636
934,scott,328.86,329.14,5,0.2799999999999727,0.05599999999999454,17.8571428571446,0.040000000000020464
935,peck,329.18,329.46,4,0.2799999999999727,0.06999999999999318,14.285714285715677,0.060000000000002274
936,said,329.52,329.74,4,0.22000000000002728,0.05500000000000682,18.181818181815927,0.060000000000002274
937,that,329.8,329.92,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.0999999999999659
938,true,330.02,330.34,4,0.3199999999999932,0.0799999999999983,12.500000000000266,0.060000000000002274
939,listening,330.4,330.8,9,0.4000000000000341,0.044444444444448235,22.49999999999808,0.060000000000002274
940,requires,330.86,331.4,8,0.5399999999999636,0.06749999999999545,14.814814814815813,0.060000000000002274
941,a,331.46,331.52,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.160000000000025
942,setting,331.68,332.04,7,0.36000000000001364,0.05142857142857338,19.444444444443707,0.07999999999998408
943,aside,332.12,332.64,5,0.5199999999999818,0.10399999999999636,9.615384615384952,0.10000000000002274
944,of,332.74,332.86,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.12000000000000455
945,one,332.98,333.22,3,0.2400000000000091,0.08000000000000303,12.499999999999526,0.07999999999998408
946,self,333.3,333.72,4,0.4200000000000159,0.10500000000000398,9.523809523809163,0.47999999999996135
947,and,334.2,334.3,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.060000000000002274
948,sometimes,334.36,334.7,9,0.339999999999975,0.037777777777774996,26.470588235296066,0.020000000000038654
949,that,334.72,334.8,4,0.07999999999998408,0.01999999999999602,50.00000000000995,0.060000000000002274
950,means,334.86,335.16,5,0.30000000000001137,0.060000000000002274,16.666666666666035,0.339999999999975
951,setting,335.5,335.78,7,0.2799999999999727,0.0399999999999961,25.000000000002437,0.020000000000038654
952,aside,335.8,336.26,5,0.45999999999997954,0.0919999999999959,10.869565217391788,0.12000000000000455
953,your,336.38,336.5,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.01999999999998181
954,personal,336.52,336.88,8,0.36000000000001364,0.045000000000001705,22.22222222222138,0.040000000000020464
955,opinion,336.92,337.44,7,0.5199999999999818,0.0742857142857117,13.461538461538932,0.839999999999975
956,he,338.28,338.38,2,0.10000000000002274,0.05000000000001137,19.999999999995453,0.07999999999998408
957,said,338.46,338.86,4,0.4000000000000341,0.10000000000000853,9.999999999999147,0.2599999999999909
958,that,339.12,339.34,4,0.21999999999997044,0.05499999999999261,18.181818181820624,0.12000000000000455
959,sensing,339.46,340.1,7,0.6400000000000432,0.0914285714285776,10.937499999999261,0.060000000000002274
960,this,340.16,340.34,4,0.17999999999994998,0.044999999999987494,22.222222222228396,0.060000000000002274
961,acceptance,340.4,341.12,10,0.7200000000000273,0.07200000000000273,13.888888888888362,0.5
962,the,341.62,341.68,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.060000000000002274
963,speaker,341.74,342.1,7,0.36000000000001364,0.05142857142857338,19.444444444443707,0.03999999999996362
964,will,342.14,342.22,4,0.08000000000004093,0.020000000000010232,49.99999999997442,0.03999999999996362
965,become,342.26,342.56,6,0.30000000000001137,0.0500000000000019,19.999999999999243,0.2400000000000091
966,less,342.8,343.08,4,0.2799999999999727,0.06999999999999318,14.285714285715677,0.040000000000020464
967,and,343.12,343.2,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.020000000000038654
968,less,343.22,343.4,4,0.17999999999994998,0.044999999999987494,22.222222222228396,0.060000000000002274
969,vulnerable,343.46,343.9,10,0.4399999999999977,0.043999999999999775,22.727272727272844,0.040000000000020464
970,and,343.94,344.04,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.060000000000002274
971,more,344.1,344.28,4,0.17999999999994998,0.044999999999987494,22.222222222228396,0.020000000000038654
972,and,344.3,344.34,3,0.03999999999996362,0.013333333333321207,75.00000000006821,0.040000000000020464
973,more,344.38,344.52,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.040000000000020464
974,likely,344.56,344.82,6,0.2599999999999909,0.043333333333331815,23.076923076923883,0.040000000000020464
975,to,344.86,344.92,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.07999999999998408
976,open,345.0,345.32,4,0.3199999999999932,0.0799999999999983,12.500000000000266,0.040000000000020464
977,up,345.36,345.48,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.060000000000002274
978,the,345.54,345.58,3,0.03999999999996362,0.013333333333321207,75.00000000006821,0.1400000000000432
979,inner,345.72,346.0,5,0.2799999999999727,0.05599999999999454,17.8571428571446,0.060000000000002274
980,recesses,346.06,346.72,8,0.660000000000025,0.08250000000000313,12.121212121211661,0.05999999999994543
981,of,346.78,346.86,2,0.08000000000004093,0.040000000000020464,24.99999999998721,0.060000000000002274
982,his,346.92,347.08,3,0.15999999999996817,0.05333333333332272,18.75000000000373,0.020000000000038654
983,or,347.1,347.16,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999996362
984,her,347.2,347.28,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.040000000000020464
985,mind,347.32,347.68,4,0.36000000000001364,0.09000000000000341,11.11111111111069,0.339999999999975
986,to,348.02,348.12,2,0.10000000000002274,0.05000000000001137,19.999999999995453,0.060000000000002274
987,the,348.18,348.24,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.03999999999996362
988,listener,348.28,348.76,8,0.4800000000000182,0.060000000000002274,16.666666666666035,0.6000000000000227
989,again,349.36,349.7,5,0.339999999999975,0.067999999999995,14.705882352942258,0.10000000000002274
990,assume,349.8,350.42,6,0.6200000000000045,0.1033333333333341,9.677419354838639,0.03999999999996362
991,that,350.46,350.6,4,0.1400000000000432,0.0350000000000108,28.571428571419755,0.03999999999996362
992,you,350.64,350.72,3,0.08000000000004093,0.02666666666668031,37.499999999980815,0.07999999999998408
993,have,350.8,351.02,4,0.21999999999997044,0.05499999999999261,18.181818181820624,0.18000000000000682
994,something,351.2,351.52,9,0.3199999999999932,0.0355555555555548,28.1250000000006,0.060000000000002274
995,to,351.58,351.64,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.060000000000002274
996,learn,351.7,352.04,5,0.34000000000003183,0.06800000000000636,14.705882352939799,0.8999999999999773
997,bill,352.94,353.14,4,0.19999999999998863,0.04999999999999716,20.000000000001137,0.020000000000038654
998,now,353.16,353.4,3,0.23999999999995225,0.07999999999998408,12.500000000002487,0.36000000000001364
999,everyone,353.76,354.2,8,0.4399999999999977,0.054999999999999716,18.181818181818276,0.040000000000020464
1000,you,354.24,354.3,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.03999999999996362
1001,will,354.34,354.42,4,0.08000000000004093,0.020000000000010232,49.99999999997442,0.03999999999996362
1002,ever,354.46,354.64,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.08000000000004093
1003,meet,354.72,354.94,4,0.21999999999997044,0.05499999999999261,18.181818181820624,0.30000000000001137
1004,know,355.24,355.42,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.03999999999996362
1005,something,355.46,355.82,9,0.36000000000001364,0.040000000000001514,24.99999999999905,0.040000000000020464
1006,that,355.86,356.0,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.01999999999998181
1007,you,356.02,356.1,3,0.08000000000004093,0.02666666666668031,37.499999999980815,0.060000000000002274
1008,don't,356.16,356.46,5,0.2999999999999545,0.05999999999999091,16.666666666669194,0.8000000000000114
1009,i,357.26,357.38,1,0.12000000000000455,0.12000000000000455,8.333333333333018,0.07999999999998408
1010,put,357.46,357.6,3,0.1400000000000432,0.04666666666668107,21.428571428564815,0.03999999999996362
1011,it,357.64,357.7,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.040000000000020464
1012,this,357.74,357.92,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.060000000000002274
1013,way,357.98,358.22,3,0.2400000000000091,0.08000000000000303,12.499999999999526,0.4199999999999591
1014,everybody,358.64,359.32,9,0.6800000000000068,0.07555555555555632,13.235294117646927,0.37999999999999545
1015,is,359.7,359.84,2,0.13999999999998636,0.06999999999999318,14.285714285715677,0.020000000000038654
1016,an,359.86,359.92,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.07999999999998408
1017,expert,360.0,360.48,6,0.4800000000000182,0.08000000000000303,12.499999999999526,0.37999999999999545
1018,in,360.86,361.02,2,0.15999999999996817,0.07999999999998408,12.500000000002487,0.10000000000002274
1019,something,361.12,361.58,9,0.45999999999997954,0.05111111111110884,19.565217391305218,1.7200000000000273
1020,number,363.3,363.54,6,0.2400000000000091,0.040000000000001514,24.99999999999905,0.060000000000002274
1021,three,363.6,363.86,5,0.2599999999999909,0.05199999999999818,19.230769230769905,0.5999999999999659
1022,use,364.46,364.64,3,0.18000000000000682,0.060000000000002274,16.666666666666035,0.020000000000038654
1023,open,364.66,364.92,4,0.2599999999999909,0.06499999999999773,15.384615384615923,0.01999999999998181
1024,ended,364.94,365.14,5,0.19999999999998863,0.039999999999997725,25.00000000000142,0.060000000000002274
1025,questions,365.2,365.68,9,0.4800000000000182,0.053333333333335356,18.74999999999929,0.339999999999975
1026,in,366.02,366.14,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.020000000000038654
1027,this,366.16,366.3,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.03999999999996362
1028,case,366.34,366.56,4,0.22000000000002728,0.05500000000000682,18.181818181815927,0.040000000000020464
1029,take,366.6,366.76,4,0.15999999999996817,0.03999999999999204,25.000000000004974,0.0
1030,a,366.76,366.82,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.040000000000020464
1031,queue,366.86,367.0,5,0.13999999999998636,0.02799999999999727,35.7142857142892,0.040000000000020464
1032,from,367.04,367.16,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.03999999999996362
1033,journalists,367.2,367.68,11,0.4800000000000182,0.04363636363636529,22.916666666665797,0.040000000000020464
1034,start,367.72,367.94,5,0.21999999999997044,0.043999999999994086,22.727272727275782,0.01999999999998181
1035,your,367.96,368.04,4,0.08000000000004093,0.020000000000010232,49.99999999997442,0.03999999999996362
1036,questions,368.08,368.42,9,0.34000000000003183,0.03777777777778132,26.47058823529164,0.01999999999998181
1037,with,368.44,368.54,4,0.10000000000002274,0.025000000000005684,39.999999999990905,0.03999999999996362
1038,who,368.58,368.78,3,0.19999999999998863,0.06666666666666288,15.000000000000853,0.10000000000002274
1039,what,368.88,369.06,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.060000000000002274
1040,where,369.12,369.32,5,0.19999999999998863,0.039999999999997725,25.00000000000142,0.040000000000020464
1041,when,369.36,369.58,4,0.21999999999997044,0.05499999999999261,18.181818181820624,0.060000000000002274
1042,why,369.64,369.9,3,0.2599999999999909,0.08666666666666363,11.538461538461942,0.1400000000000432
1043,or,370.04,370.14,2,0.0999999999999659,0.04999999999998295,20.00000000000682,0.08000000000004093
1044,how,370.22,370.5,3,0.2799999999999727,0.09333333333332423,10.714285714286758,0.7599999999999909
1045,if,371.26,371.38,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.01999999999998181
1046,you,371.4,371.46,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.040000000000020464
1047,put,371.5,371.7,3,0.19999999999998863,0.06666666666666288,15.000000000000853,0.020000000000038654
1048,in,371.72,371.8,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.01999999999998181
1049,a,371.82,371.86,1,0.040000000000020464,0.040000000000020464,24.99999999998721,0.07999999999998408
1050,complicated,371.94,372.58,11,0.6399999999999864,0.05818181818181694,17.187500000000366,0.040000000000020464
1051,question,372.62,372.98,8,0.36000000000001364,0.045000000000001705,22.22222222222138,0.03999999999996362
1052,you're,373.02,373.12,6,0.10000000000002274,0.016666666666670455,59.99999999998636,0.01999999999998181
1053,going,373.14,373.24,5,0.10000000000002274,0.02000000000000455,49.99999999998863,0.0
1054,to,373.24,373.28,2,0.03999999999996362,0.01999999999998181,50.000000000045475,0.020000000000038654
1055,get,373.3,373.4,3,0.0999999999999659,0.03333333333332197,30.000000000010232,0.020000000000038654
1056,a,373.42,373.44,1,0.01999999999998181,0.01999999999998181,50.000000000045475,0.12000000000000455
1057,simple,373.56,373.88,6,0.3199999999999932,0.0533333333333322,18.7500000000004,0.07999999999998408
1058,answer,373.96,374.28,6,0.3199999999999932,0.0533333333333322,18.7500000000004,0.060000000000002274
1059,out,374.34,374.62,3,0.28000000000002956,0.09333333333334319,10.714285714284584,0.21999999999997044
1060,if,374.84,374.98,2,0.1400000000000432,0.0700000000000216,14.285714285709878,0.01999999999998181
1061,i,375.0,375.06,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.12000000000000455
1062,ask,375.18,375.48,3,0.30000000000001137,0.1000000000000038,9.999999999999622,0.03999999999996362
1063,you,375.52,375.62,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.2799999999999727
1064,were,375.9,376.04,4,0.1400000000000432,0.0350000000000108,28.571428571419755,0.03999999999996362
1065,you,376.08,376.16,3,0.08000000000004093,0.02666666666668031,37.499999999980815,0.07999999999998408
1066,terrified,376.24,376.94,9,0.6999999999999886,0.07777777777777652,12.857142857143065,0.4200000000000159
1067,you're,377.36,377.48,6,0.12000000000000455,0.020000000000000757,49.9999999999981,0.0
1068,gonna,377.48,377.6,5,0.12000000000000455,0.02400000000000091,41.66666666666509,0.01999999999998181
1069,respond,377.62,378.04,7,0.4200000000000159,0.060000000000002274,16.666666666666035,0.060000000000002274
1070,to,378.1,378.18,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.060000000000002274
1071,the,378.24,378.28,3,0.03999999999996362,0.013333333333321207,75.00000000006821,0.040000000000020464
1072,most,378.32,378.5,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.040000000000020464
1073,powerful,378.54,379.04,8,0.5,0.0625,16.0,0.060000000000002274
1074,word,379.1,379.28,4,0.17999999999994998,0.044999999999987494,22.222222222228396,0.020000000000038654
1075,in,379.3,379.34,2,0.03999999999996362,0.01999999999998181,50.000000000045475,0.040000000000020464
1076,that,379.38,379.5,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.040000000000020464
1077,sentence,379.54,379.9,8,0.3599999999999568,0.0449999999999946,22.22222222222489,0.040000000000020464
1078,which,379.94,380.08,5,0.13999999999998636,0.02799999999999727,35.7142857142892,0.0
1079,is,380.08,380.16,2,0.08000000000004093,0.040000000000020464,24.99999999998721,0.03999999999996362
1080,terrified,380.2,380.66,9,0.4600000000000364,0.05111111111111515,19.565217391302802,0.01999999999998181
1081,in,380.68,380.72,2,0.040000000000020464,0.020000000000010232,49.99999999997442,0.01999999999998181
1082,the,380.74,380.78,3,0.03999999999996362,0.013333333333321207,75.00000000006821,0.060000000000002274
1083,answer,380.84,381.12,6,0.28000000000002956,0.046666666666671595,21.428571428569168,0.060000000000002274
1084,is,381.18,381.32,2,0.13999999999998636,0.06999999999999318,14.285714285715677,0.28000000000002956
1085,yes,381.6,381.78,3,0.17999999999994998,0.059999999999983324,16.666666666671297,0.020000000000038654
1086,i,381.8,381.84,1,0.03999999999996362,0.03999999999996362,25.000000000022737,0.060000000000002274
1087,was,381.9,382.16,3,0.26000000000004775,0.08666666666668259,11.53846153845942,0.03999999999996362
1088,or,382.2,382.26,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.040000000000020464
1089,no,382.3,382.38,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.01999999999998181
1090,i,382.4,382.44,1,0.040000000000020464,0.040000000000020464,24.99999999998721,0.040000000000020464
1091,wasn't,382.48,382.82,6,0.339999999999975,0.0566666666666625,17.64705882353071,0.2599999999999909
1092,were,383.08,383.2,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.040000000000020464
1093,you,383.24,383.28,3,0.03999999999996362,0.013333333333321207,75.00000000006821,0.10000000000002274
1094,angry,383.38,383.74,5,0.36000000000001364,0.07200000000000273,13.888888888888362,0.18000000000000682
1095,yes,383.92,384.2,3,0.2799999999999727,0.09333333333332423,10.714285714286758,0.060000000000002274
1096,i,384.26,384.3,1,0.040000000000020464,0.040000000000020464,24.99999999998721,0.07999999999998408
1097,was,384.38,384.48,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.060000000000002274
1098,very,384.54,384.72,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.05999999999994543
1099,angry,384.78,385.18,5,0.4000000000000341,0.08000000000000682,12.499999999998934,0.5400000000000205
1100,let,385.72,385.94,3,0.21999999999997044,0.07333333333332348,13.636363636365468,0.12000000000000455
1101,them,386.06,386.32,4,0.2599999999999909,0.06499999999999773,15.384615384615923,0.07999999999998408
1102,describe,386.4,386.9,8,0.5,0.0625,16.0,0.020000000000038654
1103,it,386.92,387.0,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.10000000000002274
1104,there,387.1,387.22,5,0.12000000000000455,0.02400000000000091,41.66666666666509,0.5199999999999818
1105,that,387.74,387.86,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.07999999999998408
1106,no,387.94,388.14,2,0.19999999999998863,0.09999999999999432,10.000000000000568,0.9200000000000159
1107,try,389.06,389.24,3,0.18000000000000682,0.060000000000002274,16.666666666666035,0.07999999999998408
1108,asking,389.32,389.6,6,0.28000000000002956,0.046666666666671595,21.428571428569168,0.01999999999998181
1109,them,389.62,389.72,4,0.10000000000002274,0.025000000000005684,39.999999999990905,0.05999999999994543
1110,things,389.78,390.0,6,0.22000000000002728,0.03666666666667121,27.27272727272389,0.040000000000020464
1111,like,390.04,390.24,4,0.19999999999998863,0.04999999999999716,20.000000000001137,0.339999999999975
1112,what,390.58,390.72,4,0.1400000000000432,0.0350000000000108,28.571428571419755,0.01999999999998181
1113,was,390.74,390.84,3,0.0999999999999659,0.03333333333332197,30.000000000010232,0.020000000000038654
1114,that,390.86,390.96,4,0.0999999999999659,0.024999999999991473,40.00000000001364,0.040000000000020464
1115,like,391.0,391.32,4,0.3199999999999932,0.0799999999999983,12.500000000000266,0.7200000000000273
1116,how,392.04,392.22,3,0.18000000000000682,0.060000000000002274,16.666666666666035,0.01999999999998181
1117,did,392.24,392.32,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.040000000000020464
1118,that,392.36,392.52,4,0.15999999999996817,0.03999999999999204,25.000000000004974,0.040000000000020464
1119,feel,392.56,392.88,4,0.3199999999999932,0.0799999999999983,12.500000000000266,0.6000000000000227
1120,because,393.48,393.72,7,0.2400000000000091,0.034285714285715585,29.166666666665563,0.03999999999996362
1121,then,393.76,393.96,4,0.19999999999998863,0.04999999999999716,20.000000000001137,0.040000000000020464
1122,they,394.0,394.06,4,0.060000000000002274,0.015000000000000568,66.66666666666414,0.060000000000002274
1123,might,394.12,394.3,5,0.18000000000000682,0.036000000000001364,27.777777777776723,0.03999999999996362
1124,have,394.34,394.48,4,0.1400000000000432,0.0350000000000108,28.571428571419755,0.01999999999998181
1125,to,394.5,394.56,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.060000000000002274
1126,stop,394.62,394.94,4,0.3199999999999932,0.0799999999999983,12.500000000000266,0.10000000000002274
1127,for,395.04,395.12,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.040000000000020464
1128,a,395.16,395.2,1,0.03999999999996362,0.03999999999996362,25.000000000022737,0.040000000000020464
1129,moment,395.24,395.58,6,0.339999999999975,0.0566666666666625,17.64705882353071,0.3199999999999932
1130,and,395.9,396.08,3,0.18000000000000682,0.060000000000002274,16.666666666666035,0.12000000000000455
1131,think,396.2,396.48,5,0.28000000000002956,0.05600000000000591,17.85714285714097,0.03999999999996362
1132,about,396.52,396.9,5,0.37999999999999545,0.0759999999999991,13.157894736842263,0.020000000000038654
1133,it,396.92,397.06,2,0.13999999999998636,0.06999999999999318,14.285714285715677,0.7400000000000091
1134,and,397.8,397.94,3,0.13999999999998636,0.04666666666666212,21.428571428573516,0.040000000000020464
1135,you're,397.98,398.1,6,0.12000000000000455,0.020000000000000757,49.9999999999981,0.01999999999998181
